dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,6.973413,3.042312,8.572939,0.482510,-0.558872,-0.583537,1.738059
0.020000,6.971892,3.051610,8.582361,0.471094,-0.570833,-0.598053,1.727745
0.020000,6.970501,3.060693,8.591550,0.459443,-0.582543,-0.585545,1.717887
0.020000,6.969231,3.069554,8.600501,0.447570,-0.593636,-0.554606,1.708472
0.020000,6.968074,3.078186,8.609211,0.435473,-0.604859,-0.561186,1.699485
0.020000,6.967024,3.086583,8.617673,0.423117,-0.617788,-0.646458,1.690916
0.020000,6.966074,3.094740,8.625885,0.410598,-0.625987,-0.409951,1.682752
0.020000,6.965216,3.102650,8.633841,0.397812,-0.639275,-0.664369,1.674980
0.020000,6.964444,3.110308,8.641539,0.384855,-0.647844,-0.428481,1.667590
0.020000,6.963751,3.117710,8.648973,0.371702,-0.657670,-0.491254,1.660570
0.020000,6.963133,3.124850,8.656139,0.358332,-0.668471,-0.540065,1.653909
0.020000,6.962582,3.131724,8.663035,0.344811,-0.676074,-0.380175,1.647598
0.020000,6.962094,3.138328,8.669657,0.331100,-0.685533,-0.472953,1.641627
0.020000,6.961662,3.144658,8.676002,0.317240,-0.693013,-0.374002,1.635985
0.020000,6.961283,3.150711,8.682067,0.303211,-0.701426,-0.420628,1.630666
0.020000,6.960952,3.156482,8.687847,0.289035,-0.708808,-0.369082,1.625660
0.020000,6.960664,3.161969,8.693342,0.274732,-0.715148,-0.316992,1.620960
0.020000,6.960414,3.167169,8.698548,0.260290,-0.722091,-0.347180,1.616558
0.020000,6.960199,3.172079,8.703462,0.245727,-0.728196,-0.305264,1.612447
0.020000,6.960016,3.176696,8.708083,0.231039,-0.734382,-0.309293,1.608622
0.020000,6.959860,3.181018,8.712408,0.216262,-0.738830,-0.222407,1.605075
0.020000,6.959729,3.185044,8.716436,0.201383,-0.743974,-0.257194,1.601802
0.020000,6.959619,3.188770,8.720164,0.186420,-0.748163,-0.209446,1.598797
0.020000,6.959527,3.192196,8.723591,0.171343,-0.753815,-0.282585,1.596056
0.020000,6.959452,3.195320,8.726716,0.156226,-0.755874,-0.102968,1.593575
0.020000,6.959391,3.198139,8.729536,0.141012,-0.760709,-0.241760,1.591349
0.020000,6.959342,3.200654,8.732051,0.125761,-0.762527,-0.090877,1.589375
0.020000,6.959303,3.202862,8.734260,0.110444,-0.765874,-0.167330,1.587650
0.020000,6.959272,3.204773,8.736171,0.095548,-0.744761,1.055636,1.586164
0.020000,6.959248,3.206406,8.737804,0.081647,-0.695089,2.483586,1.584899
0.020000,6.959229,3.207782,8.739180,0.068828,-0.640938,2.707542,1.583836
0.020000,6.959215,3.208923,8.740321,0.057047,-0.589048,2.594506,1.582958
0.020000,6.959204,3.209852,8.741250,0.046420,-0.531333,2.885744,1.582244
0.020000,6.959196,3.210588,8.741986,0.036834,-0.479322,2.600589,1.581679
0.020000,6.959190,3.211156,8.742554,0.028371,-0.423121,2.810032,1.581244
0.020000,6.959185,3.211576,8.742974,0.021018,-0.367678,2.772130,1.580923
0.020000,6.959182,3.211871,8.743269,0.014763,-0.312756,2.746100,1.580697
0.020000,6.959181,3.212063,8.743462,0.009611,-0.257600,2.757830,1.580550
0.020000,6.959179,3.212175,8.743573,0.005565,-0.202283,2.765823,1.580465
0.020000,6.959179,3.212227,8.743626,0.002628,-0.146867,2.770798,1.580425
0.020000,6.959179,3.212243,8.743642,0.000800,-0.091398,2.773480,1.580413
0.020000,6.959179,3.212245,8.743643,0.000082,-0.035906,2.774597,1.580411
0.020000,6.959179,3.212245,8.743643,0.000000,-0.004079,1.591356,1.580411
