dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,4.997352,4.755499,3.236547,0.047443,-0.383681,-0.006808,0.000392
0.020000,4.998147,4.755500,3.237343,0.039770,-0.383644,0.001861,0.000274
0.020000,4.998789,4.755500,3.237985,0.032097,-0.383663,-0.000986,0.000179
0.020000,4.999278,4.755500,3.238473,0.024423,-0.383694,-0.001526,0.000107
0.020000,4.999618,4.755500,3.238813,0.016993,-0.371527,0.608370,0.000057
0.020000,4.999829,4.755500,3.239025,0.010573,-0.320977,2.527473,0.000025
0.020000,4.999943,4.755500,3.239138,0.005688,-0.244236,3.837035,0.000008
0.020000,4.999990,4.755500,3.239185,0.002339,-0.167491,3.837291,0.000002
0.020000,5.000000,4.755500,3.239196,0.000524,-0.090742,3.837416,6.283185
0.020000,5.000000,4.755500,3.239196,0.000000,-0.026184,3.227919,6.283185
